Date,Hour,Market Demand,Ontario Demand
2017-01-01,1,17172,13522
2017-01-01,2,16757,13117
2017-01-01,3,16370,12816
2017-01-01,4,16075,12605
2017-01-01,5,16050,12563
2017-01-01,6,15797,12544
2017-01-01,7,15861,12758
2017-01-01,8,16137,13065
2017-01-01,9,16143,13367
2017-01-01,10,16530,13644
2017-01-01,11,16628,13728
2017-01-01,12,16637,13555
2017-01-01,13,16596,13567
2017-01-01,14,16515,13441
2017-01-01,15,16623,13442
2017-01-01,16,16986,13926
2017-01-01,17,17892,14942
2017-01-01,18,19171,16279
2017-01-01,19,19037,16313
2017-01-01,20,18700,16018
2017-01-01,21,18776,15787
2017-01-01,22,18172,15275
2017-01-01,23,17406,14615
2017-01-01,24,16795,13847
2017-01-02,1,16198,13274
2017-01-02,2,16198,13020
2017-01-02,3,15843,12780
2017-01-02,4,15560,12669
2017-01-02,5,15672,12746
2017-01-02,6,15974,13027
2017-01-02,7,16690,13583
2017-01-02,8,17277,14408
2017-01-02,9,17556,14614
2017-01-02,10,17514,14630
2017-01-02,11,17488,14535
2017-01-02,12,17822,14501
2017-01-02,13,17807,14509
2017-01-02,14,17875,14528
2017-01-02,15,18397,14879
2017-01-02,16,18766,15462
2017-01-02,17,19315,16443
2017-01-02,18,20383,17711
2017-01-02,19,20507,17411
2017-01-02,20,20430,17173
2017-01-02,21,19960,16782
2017-01-02,22,19203,16310
2017-01-02,23,18702,15439
2017-01-02,24,17088,14325
2017-01-03,1,16123,13642
2017-01-03,2,16172,13302
2017-01-03,3,16311,13050
2017-01-03,4,15965,12983
2017-01-03,5,16080,13044
2017-01-03,6,16831,13552
2017-01-03,7,17822,14737
2017-01-03,8,18915,16068
2017-01-03,9,19255,16476
2017-01-03,10,19303,16923
2017-01-03,11,19515,17231
2017-01-03,12,19998,17510
2017-01-03,13,19792,17448
2017-01-03,14,19232,17494
2017-01-03,15,19169,17557
2017-01-03,16,19407,17629
2017-01-03,17,20038,18121
2017-01-03,18,20737,18981
2017-01-03,19,20702,18626
2017-01-03,20,20506,18359
2017-01-03,21,19946,17918
2017-01-03,22,19504,17254
2017-01-03,23,18286,16077
2017-01-03,24,17734,14858
2017-01-04,1,17070,13984
2017-01-04,2,16538,13488
2017-01-04,3,16293,13227
2017-01-04,4,16127,13013
2017-01-04,5,16034,13074
2017-01-04,6,16685,13586
2017-01-04,7,17788,14759
2017-01-04,8,18857,15944
2017-01-04,9,19117,16278
2017-01-04,10,19402,16546
2017-01-04,11,19675,16766
2017-01-04,12,19768,16923
2017-01-04,13,19883,16990
2017-01-04,14,20031,17173
2017-01-04,15,20234,17292
2017-01-04,16,20563,17612
2017-01-04,17,21105,18206
2017-01-04,18,22167,19327
2017-01-04,19,21879,19070
2017-01-04,20,21524,18868
2017-01-04,21,21467,18643
2017-01-04,22,21005,18169
2017-01-04,23,19999,17201
2017-01-04,24,18811,16106
2017-01-05,1,18315,15382
2017-01-05,2,17871,14926
2017-01-05,3,17781,14625
2017-01-05,4,17625,14506
2017-01-05,5,17414,14586
2017-01-05,6,18073,15135
2017-01-05,7,18959,16318
2017-01-05,8,20206,17511
2017-01-05,9,20242,17784
2017-01-05,10,20760,17978
2017-01-05,11,20665,17920
2017-01-05,12,20840,17992
2017-01-05,13,20516,17902
2017-01-05,14,20519,17954
2017-01-05,15,20596,18052
2017-01-05,16,20920,18301
2017-01-05,17,21283,18931
2017-01-05,18,22499,20090
2017-01-05,19,22260,19787
2017-01-05,20,22241,19573
2017-01-05,21,21444,19330
2017-01-05,22,20792,18688
2017-01-05,23,19563,17610
2017-01-05,24,18908,16545
2017-01-06,1,18286,15843
2017-01-06,2,18046,15342
2017-01-06,3,18195,15110
2017-01-06,4,18027,15012
2017-01-06,5,18292,15154
2017-01-06,6,18656,15720
2017-01-06,7,19788,16885
2017-01-06,8,20879,18091
2017-01-06,9,21181,18268
2017-01-06,10,21280,18154
2017-01-06,11,20952,17687
2017-01-06,12,20299,17439
2017-01-06,13,20368,17393
2017-01-06,14,20408,17393
2017-01-06,15,20857,17431
2017-01-06,16,20924,17742
2017-01-06,17,21750,18589
2017-01-06,18,22822,19911
2017-01-06,19,22813,19745
2017-01-06,20,22349,19529
2017-01-06,21,21769,19303
2017-01-06,22,21187,18576
2017-01-06,23,20115,17714
2017-01-06,24,19066,16586
2017-01-07,1,18651,15825
2017-01-07,2,18128,15336
2017-01-07,3,17699,15053
2017-01-07,4,17940,14951
2017-01-07,5,17869,14935
2017-01-07,6,18289,15246
2017-01-07,7,18544,15844
2017-01-07,8,18745,16546
2017-01-07,9,19565,17107
2017-01-07,10,19845,17132
2017-01-07,11,19848,16993
2017-01-07,12,20089,16977
2017-01-07,13,19859,16925
2017-01-07,14,19584,16912
2017-01-07,15,19997,16999
2017-01-07,16,20152,17174
2017-01-07,17,20954,17984
2017-01-07,18,22292,19268
2017-01-07,19,22044,19110
2017-01-07,20,21264,18681
2017-01-07,21,21143,18291
2017-01-07,22,20686,17811
2017-01-07,23,19883,17033
2017-01-07,24,19050,16161
2017-01-08,1,18497,15492
2017-01-08,2,18004,14996
2017-01-08,3,17405,14659
2017-01-08,4,17064,14521
2017-01-08,5,17298,14490
2017-01-08,6,17438,14664
2017-01-08,7,17811,15005
2017-01-08,8,18373,15645
2017-01-08,9,18805,16138
2017-01-08,10,19152,16520
2017-01-08,11,19279,16576
2017-01-08,12,19461,16674
2017-01-08,13,19678,16791
2017-01-08,14,19524,16740
2017-01-08,15,19815,16901
2017-01-08,16,19908,17275
2017-01-08,17,20969,18362
2017-01-08,18,22258,19855
2017-01-08,19,22465,19857
2017-01-08,20,22012,19445
2017-01-08,21,21510,18987
2017-01-08,22,20879,18349
2017-01-08,23,19833,17394
2017-01-08,24,18836,16403
2017-01-09,1,17553,15613
2017-01-09,2,17744,15325
2017-01-09,3,17827,15170
2017-01-09,4,17760,15047
2017-01-09,5,17934,15138
2017-01-09,6,18191,15823
2017-01-09,7,19806,17131
2017-01-09,8,21402,18620
2017-01-09,9,21790,18888
2017-01-09,10,21081,18840
2017-01-09,11,20908,18773
2017-01-09,12,20770,18589
2017-01-09,13,20619,18416
2017-01-09,14,20414,18334
2017-01-09,15,20427,18361
2017-01-09,16,20276,18580
2017-01-09,17,21621,19384
2017-01-09,18,22336,20372
2017-01-09,19,21585,19953
2017-01-09,20,21418,19684
2017-01-09,21,21030,19108
2017-01-09,22,20089,18277
2017-01-09,23,18965,17067
2017-01-09,24,17952,15824
2017-01-10,1,17655,15065
2017-01-10,2,17343,14564
2017-01-10,3,17168,14337
2017-01-10,4,16927,14205
2017-01-10,5,17215,14124
2017-01-10,6,17475,14843
2017-01-10,7,18566,16122
2017-01-10,8,20251,17726
2017-01-10,9,20104,17938
2017-01-10,10,19975,17918
2017-01-10,11,20666,18028
2017-01-10,12,20951,18090
2017-01-10,13,20724,18082
2017-01-10,14,20131,18142
2017-01-10,15,20120,18191
2017-01-10,16,20317,18287
2017-01-10,17,21035,18948
2017-01-10,18,21933,19794
2017-01-10,19,21543,19455
2017-01-10,20,21438,19066
2017-01-10,21,21334,18684
2017-01-10,22,20537,17909
2017-01-10,23,19302,16701
2017-01-10,24,17926,15432
2017-01-11,1,17786,14823
2017-01-11,2,17492,14228
2017-01-11,3,17065,13950
2017-01-11,4,16788,13784
2017-01-11,5,16871,13699
2017-01-11,6,17707,14338
2017-01-11,7,18376,15679
2017-01-11,8,19563,17114
2017-01-11,9,19882,17076
2017-01-11,10,19574,16769
2017-01-11,11,19293,16479
2017-01-11,12,19206,16449
2017-01-11,13,19046,16348
2017-01-11,14,19211,16405
2017-01-11,15,19285,16619
2017-01-11,16,19559,16951
2017-01-11,17,20117,17696
2017-01-11,18,20880,18711
2017-01-11,19,20491,18213
2017-01-11,20,20468,18084
2017-01-11,21,19907,17651
2017-01-11,22,19457,16962
2017-01-11,23,18701,15856
2017-01-11,24,17325,14589
2017-01-12,1,17133,13900
2017-01-12,2,17211,13688
2017-01-12,3,16757,13455
2017-01-12,4,16579,13322
2017-01-12,5,16613,13160
2017-01-12,6,16363,13731
2017-01-12,7,17137,15101
2017-01-12,8,19026,16846
2017-01-12,9,19478,17270
2017-01-12,10,19149,17242
2017-01-12,11,18980,17309
2017-01-12,12,18991,17323
2017-01-12,13,19188,17528
2017-01-12,14,18762,17616
2017-01-12,15,18741,17452
2017-01-12,16,18991,17551
2017-01-12,17,19459,18104
2017-01-12,18,20195,18935
2017-01-12,19,20571,18759
2017-01-12,20,20422,18588
2017-01-12,21,20050,18182
2017-01-12,22,19411,17572
2017-01-12,23,18237,16477
2017-01-12,24,17287,15350
2017-01-13,1,17163,14598
2017-01-13,2,17000,14165
2017-01-13,3,16561,13868
2017-01-13,4,16618,13793
2017-01-13,5,16856,14027
2017-01-13,6,17444,14669
2017-01-13,7,18393,16074
2017-01-13,8,19971,17684
2017-01-13,9,19984,17862
2017-01-13,10,19513,17595
2017-01-13,11,18963,17251
2017-01-13,12,18825,17122
2017-01-13,13,18558,16930
2017-01-13,14,18617,16910
2017-01-13,15,18788,17065
2017-01-13,16,19230,17505
2017-01-13,17,20054,18365
2017-01-13,18,21443,19520
2017-01-13,19,21311,19368
2017-01-13,20,20884,19247
2017-01-13,21,20531,18970
2017-01-13,22,19748,18256
2017-01-13,23,18818,17314
2017-01-13,24,17607,16131
2017-01-14,1,17270,15289
2017-01-14,2,16829,14858
2017-01-14,3,16896,14607
2017-01-14,4,16771,14557
2017-01-14,5,16896,14573
2017-01-14,6,16854,14774
2017-01-14,7,17232,15353
2017-01-14,8,18332,16117
2017-01-14,9,19013,16852
2017-01-14,10,19084,17340
2017-01-14,11,19003,17462
2017-01-14,12,18391,17409
2017-01-14,13,18254,17319
2017-01-14,14,18785,17266
2017-01-14,15,18529,17001
2017-01-14,16,18722,17002
2017-01-14,17,18624,17542
2017-01-14,18,19249,18502
2017-01-14,19,19449,18329
2017-01-14,20,19355,17896
2017-01-14,21,19050,17447
2017-01-14,22,18498,16884
2017-01-14,23,17670,16086
2017-01-14,24,17198,15299
2017-01-15,1,16523,14520
2017-01-15,2,16208,14067
2017-01-15,3,15982,13778
2017-01-15,4,15822,13704
2017-01-15,5,15715,13705
2017-01-15,6,15902,13879
2017-01-15,7,16302,14296
2017-01-15,8,16648,14914
2017-01-15,9,17496,15430
2017-01-15,10,17544,15551
2017-01-15,11,17288,15406
2017-01-15,12,17052,15477
2017-01-15,13,17229,15452
2017-01-15,14,17269,15344
2017-01-15,15,17374,15411
2017-01-15,16,17692,15871
2017-01-15,17,18738,17038
2017-01-15,18,19820,18362
2017-01-15,19,19875,18290
2017-01-15,20,19502,17858
2017-01-15,21,19124,17564
2017-01-15,22,18772,16889
2017-01-15,23,17974,16010
2017-01-15,24,16605,14945
2017-01-16,1,16517,14449
2017-01-16,2,16285,14143
2017-01-16,3,16199,14033
2017-01-16,4,16051,14045
2017-01-16,5,16323,14201
2017-01-16,6,16750,14912
2017-01-16,7,18025,16309
2017-01-16,8,19477,17902
2017-01-16,9,19786,18015
2017-01-16,10,19309,17468
2017-01-16,11,18732,17112
2017-01-16,12,18584,16838
2017-01-16,13,18382,16805
2017-01-16,14,18892,16986
2017-01-16,15,18765,17118
2017-01-16,16,18823,17271
2017-01-16,17,19412,18042
2017-01-16,18,20465,19164
2017-01-16,19,20581,19195
2017-01-16,20,20563,18908
2017-01-16,21,19889,18532
2017-01-16,22,19319,17727
2017-01-16,23,18246,16641
2017-01-16,24,17424,15455
2017-01-17,1,16788,14594
2017-01-17,2,16490,14164
2017-01-17,3,16039,13869
2017-01-17,4,15799,13803
2017-01-17,5,15949,13826
2017-01-17,6,16639,14368
2017-01-17,7,17926,15604
2017-01-17,8,19271,17136
2017-01-17,9,19598,17528
2017-01-17,10,19830,17609
2017-01-17,11,20035,17874
2017-01-17,12,19982,18062
2017-01-17,13,19938,18151
2017-01-17,14,19837,18071
2017-01-17,15,19639,17984
2017-01-17,16,19944,18114
2017-01-17,17,20511,18646
2017-01-17,18,21172,19370
2017-01-17,19,20925,19045
2017-01-17,20,20771,18723
2017-01-17,21,20162,18330
2017-01-17,22,19392,17524
2017-01-17,23,18302,16308
2017-01-17,24,17241,15165
2017-01-18,1,16392,14276
2017-01-18,2,16337,13919
2017-01-18,3,16443,13740
2017-01-18,4,16288,13689
2017-01-18,5,16382,13787
2017-01-18,6,16577,14361
2017-01-18,7,17375,15717
2017-01-18,8,18993,17235
2017-01-18,9,19076,17422
2017-01-18,10,19346,17426
2017-01-18,11,19307,17480
2017-01-18,12,19249,17394
2017-01-18,13,18608,17312
2017-01-18,14,18505,17335
2017-01-18,15,18751,17397
2017-01-18,16,19163,17568
2017-01-18,17,19431,18074
2017-01-18,18,19898,18718
2017-01-18,19,19690,18341
2017-01-18,20,19832,18224
2017-01-18,21,19923,17872
2017-01-18,22,19378,17073
2017-01-18,23,18407,16045
2017-01-18,24,17480,14910
2017-01-19,1,16590,14015
2017-01-19,2,16148,13622
2017-01-19,3,15957,13419
2017-01-19,4,15890,13305
2017-01-19,5,16089,13448
2017-01-19,6,16654,14002
2017-01-19,7,17848,15387
2017-01-19,8,19273,17020
2017-01-19,9,19490,17375
2017-01-19,10,19528,17402
2017-01-19,11,19399,17423
2017-01-19,12,18974,17406
2017-01-19,13,18558,17224
2017-01-19,14,18482,17236
2017-01-19,15,18935,17251
2017-01-19,16,19072,17445
2017-01-19,17,19887,17994
2017-01-19,18,20650,18872
2017-01-19,19,20277,18618
2017-01-19,20,19842,18390
2017-01-19,21,19616,18050
2017-01-19,22,18820,17320
2017-01-19,23,17894,16227
2017-01-19,24,17304,15048
2017-01-20,1,16975,14281
2017-01-20,2,16811,13754
2017-01-20,3,16392,13495
2017-01-20,4,16006,13360
2017-01-20,5,16048,13485
2017-01-20,6,16460,14047
2017-01-20,7,17723,15347
2017-01-20,8,19333,16704
2017-01-20,9,19850,17141
2017-01-20,10,19925,17289
2017-01-20,11,20076,17351
2017-01-20,12,20313,17339
2017-01-20,13,20381,17224
2017-01-20,14,20320,17280
2017-01-20,15,19941,17212
2017-01-20,16,19740,17232
2017-01-20,17,20030,17625
2017-01-20,18,20711,18294
2017-01-20,19,20330,18096
2017-01-20,20,20219,17857
2017-01-20,21,19699,17516
2017-01-20,22,19070,16817
2017-01-20,23,18068,15845
2017-01-20,24,16923,14729
2017-01-21,1,16292,13827
2017-01-21,2,16375,13365
2017-01-21,3,16103,13103
2017-01-21,4,15727,12885
2017-01-21,5,15492,12861
2017-01-21,6,15630,13047
2017-01-21,7,16374,13554
2017-01-21,8,16816,14345
2017-01-21,9,17767,15002
2017-01-21,10,18293,15605
2017-01-21,11,18602,15771
2017-01-21,12,18408,15758
2017-01-21,13,18480,15616
2017-01-21,14,18431,15448
2017-01-21,15,18361,15394
2017-01-21,16,18443,15530
2017-01-21,17,18858,16086
2017-01-21,18,19443,16967
2017-01-21,19,19520,16812
2017-01-21,20,19013,16331
2017-01-21,21,18645,15828
2017-01-21,22,18185,15298
2017-01-21,23,17649,14569
2017-01-21,24,16902,13727
2017-01-22,1,16434,13027
2017-01-22,2,16158,12603
2017-01-22,3,16073,12387
2017-01-22,4,16088,12249
2017-01-22,5,16069,12246
2017-01-22,6,15921,12442
2017-01-22,7,16271,12847
2017-01-22,8,16433,13477
2017-01-22,9,17347,14077
2017-01-22,10,17781,14674
2017-01-22,11,18230,15094
2017-01-22,12,18209,15361
2017-01-22,13,18511,15454
2017-01-22,14,18335,15312
2017-01-22,15,18314,15226
2017-01-22,16,18562,15538
2017-01-22,17,18793,16205
2017-01-22,18,19415,17197
2017-01-22,19,19700,17077
2017-01-22,20,19276,16702
2017-01-22,21,18939,16310
2017-01-22,22,18557,15691
2017-01-22,23,17915,14835
2017-01-22,24,17479,13866
2017-01-23,1,16857,13225
2017-01-23,2,16478,12893
2017-01-23,3,16404,12763
2017-01-23,4,16389,12744
2017-01-23,5,16640,12972
2017-01-23,6,16624,13556
2017-01-23,7,18111,14980
2017-01-23,8,19285,16490
2017-01-23,9,19661,16878
2017-01-23,10,19462,17002
2017-01-23,11,19576,17099
2017-01-23,12,19549,17102
2017-01-23,13,19710,16969
2017-01-23,14,19790,16938
2017-01-23,15,19714,16853
2017-01-23,16,19705,16959
2017-01-23,17,20414,17482
2017-01-23,18,20960,18371
2017-01-23,19,20992,18396
2017-01-23,20,20763,18202
2017-01-23,21,20029,17845
2017-01-23,22,19537,17138
2017-01-23,23,18572,16019
2017-01-23,24,17343,14777
2017-01-24,1,16967,14097
2017-01-24,2,16584,13748
2017-01-24,3,16281,13470
2017-01-24,4,16327,13427
2017-01-24,5,16241,13549
2017-01-24,6,16972,14169
2017-01-24,7,18368,15499
2017-01-24,8,19747,17065
2017-01-24,9,19761,17303
2017-01-24,10,19822,17322
2017-01-24,11,19291,17318
2017-01-24,12,19323,17327
2017-01-24,13,19553,17237
2017-01-24,14,19356,17236
2017-01-24,15,19427,17285
2017-01-24,16,19769,17457
2017-01-24,17,20327,18038
2017-01-24,18,21171,18757
2017-01-24,19,21150,18681
2017-01-24,20,20728,18380
2017-01-24,21,20479,18028
2017-01-24,22,19382,17369
2017-01-24,23,18478,16253
2017-01-24,24,17085,15090
2017-01-25,1,16955,14298
2017-01-25,2,16813,14005
2017-01-25,3,16372,13760
2017-01-25,4,16262,13643
2017-01-25,5,16422,13736
2017-01-25,6,16970,14168
2017-01-25,7,18113,15517
2017-01-25,8,19176,17064
2017-01-25,9,19243,17116
2017-01-25,10,19375,17064
2017-01-25,11,19100,16910
2017-01-25,12,19549,16939
2017-01-25,13,19584,16864
2017-01-25,14,19713,16963
2017-01-25,15,19803,17066
2017-01-25,16,19705,17240
2017-01-25,17,20197,17881
2017-01-25,18,20539,18499
2017-01-25,19,20483,18453
2017-01-25,20,20328,18141
2017-01-25,21,19984,17737
2017-01-25,22,18990,17027
2017-01-25,23,18425,15952
2017-01-25,24,17622,14774
2017-01-26,1,17315,13981
2017-01-26,2,16909,13552
2017-01-26,3,16558,13180
2017-01-26,4,16466,13107
2017-01-26,5,16534,13178
2017-01-26,6,17101,13750
2017-01-26,7,17655,15065
2017-01-26,8,19143,16656
2017-01-26,9,19584,17076
2017-01-26,10,19887,17205
2017-01-26,11,19758,17171
2017-01-26,12,19744,17156
2017-01-26,13,19637,16959
2017-01-26,14,19606,16802
2017-01-26,15,19435,16692
2017-01-26,16,19471,16649
2017-01-26,17,19842,17356
2017-01-26,18,20646,17972
2017-01-26,19,20732,18022
2017-01-26,20,20656,17960
2017-01-26,21,20364,17680
2017-01-26,22,19775,17038
2017-01-26,23,19180,16033
2017-01-26,24,18226,14933
2017-01-27,1,17294,14202
2017-01-27,2,16963,13810
2017-01-27,3,16749,13615
2017-01-27,4,16610,13524
2017-01-27,5,16821,13664
2017-01-27,6,17358,14226
2017-01-27,7,18249,15472
2017-01-27,8,19249,16828
2017-01-27,9,19449,16818
2017-01-27,10,19733,16784
2017-01-27,11,19582,16884
2017-01-27,12,19353,16839
2017-01-27,13,18787,16695
2017-01-27,14,19220,16638
2017-01-27,15,19306,16603
2017-01-27,16,19388,16693
2017-01-27,17,19857,17190
2017-01-27,18,20551,17879
2017-01-27,19,20663,18068
2017-01-27,20,20535,17866
2017-01-27,21,20241,17583
2017-01-27,22,19642,17038
2017-01-27,23,18788,16074
2017-01-27,24,18156,14989
2017-01-28,1,17450,14090
2017-01-28,2,16928,13575
2017-01-28,3,16708,13352
2017-01-28,4,16496,13150
2017-01-28,5,16396,13080
2017-01-28,6,16675,13352
2017-01-28,7,17247,13882
2017-01-28,8,17700,14668
2017-01-28,9,18273,15404
2017-01-28,10,18855,16042
2017-01-28,11,19092,16337
2017-01-28,12,19387,16588
2017-01-28,13,19352,16563
2017-01-28,14,19244,16378
2017-01-28,15,19115,16250
2017-01-28,16,19154,16317
2017-01-28,17,19719,16858
2017-01-28,18,20474,17706
2017-01-28,19,20251,17515
2017-01-28,20,19832,17065
2017-01-28,21,19302,16573
2017-01-28,22,18752,16013
2017-01-28,23,18211,15314
2017-01-28,24,17589,14516
2017-01-29,1,17237,13914
2017-01-29,2,16997,13499
2017-01-29,3,16781,13243
2017-01-29,4,16723,13139
2017-01-29,5,16764,13211
2017-01-29,6,16797,13420
2017-01-29,7,17134,13832
2017-01-29,8,17407,14401
2017-01-29,9,17789,14982
2017-01-29,10,18359,15534
2017-01-29,11,18642,15835
2017-01-29,12,18646,15807
2017-01-29,13,18731,15896
2017-01-29,14,18772,15968
2017-01-29,15,18962,16065
2017-01-29,16,19191,16429
2017-01-29,17,19739,17290
2017-01-29,18,20109,18129
2017-01-29,19,20603,18340
2017-01-29,20,20334,18105
2017-01-29,21,20046,17784
2017-01-29,22,19499,17157
2017-01-29,23,18521,16243
2017-01-29,24,17693,15354
2017-01-30,1,16746,14680
2017-01-30,2,16528,14413
2017-01-30,3,16532,14267
2017-01-30,4,16842,14300
2017-01-30,5,17111,14504
2017-01-30,6,17598,15219
2017-01-30,7,19171,16645
2017-01-30,8,20690,18144
2017-01-30,9,20992,18247
2017-01-30,10,20479,17975
2017-01-30,11,20135,17693
2017-01-30,12,19735,17526
2017-01-30,13,19477,17209
2017-01-30,14,19478,17084
2017-01-30,15,19624,17244
2017-01-30,16,19923,17474
2017-01-30,17,20202,18286
2017-01-30,18,20875,19408
2017-01-30,19,21397,19777
2017-01-30,20,21264,19658
2017-01-30,21,20786,19209
2017-01-30,22,20067,18429
2017-01-30,23,18690,17199
2017-01-30,24,17802,16094
2017-01-31,1,17484,15371
2017-01-31,2,17203,14919
2017-01-31,3,16476,14564
2017-01-31,4,16900,14438
2017-01-31,5,17082,14623
2017-01-31,6,17802,15381
2017-01-31,7,18875,16658
2017-01-31,8,19977,18217
2017-01-31,9,20226,18351
2017-01-31,10,19948,18217
2017-01-31,11,19677,17990
2017-01-31,12,19372,17855
2017-01-31,13,19072,17658
2017-01-31,14,19098,17679
2017-01-31,15,19312,17782
2017-01-31,16,19372,18126
2017-01-31,17,20048,18803
2017-01-31,18,21046,19577
2017-01-31,19,20900,19596
2017-01-31,20,20737,19493
2017-01-31,21,20405,19203
2017-01-31,22,19824,18401
2017-01-31,23,18582,17199
2017-01-31,24,18244,16054
2017-02-01,1,17532,15275
2017-02-01,2,17512,14841
2017-02-01,3,17047,14502
2017-02-01,4,17103,14450
2017-02-01,5,17231,14566
2017-02-01,6,17740,15165
2017-02-01,7,18231,16387
2017-02-01,8,18912,17680
2017-02-01,9,18762,17764
2017-02-01,10,18904,17569
2017-02-01,11,19231,17351
2017-02-01,12,19384,17153
2017-02-01,13,19647,16981
2017-02-01,14,19308,16755
2017-02-01,15,18929,16532
2017-02-01,16,19446,16844
2017-02-01,17,19858,17553
2017-02-01,18,20372,18545
2017-02-01,19,20967,19125
2017-02-01,20,20785,18974
2017-02-01,21,20487,18679
2017-02-01,22,19254,17991
2017-02-01,23,18204,16786
2017-02-01,24,17548,15673
2017-02-02,1,16886,14981
2017-02-02,2,16493,14567
2017-02-02,3,16625,14398
2017-02-02,4,16591,14354
2017-02-02,5,16442,14441
2017-02-02,6,17419,15075
2017-02-02,7,18362,16354
2017-02-02,8,19429,17648
2017-02-02,9,19956,17784
2017-02-02,10,19818,17290
2017-02-02,11,19586,16949
2017-02-02,12,19562,16856
2017-02-02,13,19392,16730
2017-02-02,14,19410,16758
2017-02-02,15,19668,16954
2017-02-02,16,19628,17225
2017-02-02,17,20136,17910
2017-02-02,18,21302,19019
2017-02-02,19,21817,19558
2017-02-02,20,21662,19274
2017-02-02,21,21320,19094
2017-02-02,22,20373,18345
2017-02-02,23,19244,17178
2017-02-02,24,18414,16122
2017-02-03,1,17773,15370
2017-02-03,2,17224,14951
2017-02-03,3,17521,14769
2017-02-03,4,16870,14750
2017-02-03,5,17206,14864
2017-02-03,6,17824,15453
2017-02-03,7,19128,16685
2017-02-03,8,20020,18041
2017-02-03,9,20278,18342
2017-02-03,10,20281,18110
2017-02-03,11,20159,17590
2017-02-03,12,19499,17300
2017-02-03,13,19458,17099
2017-02-03,14,19313,17044
2017-02-03,15,19384,17085
2017-02-03,16,19248,17139
2017-02-03,17,19625,17633
2017-02-03,18,20817,18549
2017-02-03,19,21094,19152
2017-02-03,20,20691,18877
2017-02-03,21,20152,18615
2017-02-03,22,19404,17953
2017-02-03,23,18433,17066
2017-02-03,24,18024,15979
2017-02-04,1,17665,15191
2017-02-04,2,17234,14876
2017-02-04,3,16633,14424
2017-02-04,4,16623,14295
2017-02-04,5,16413,14360
2017-02-04,6,16692,14585
2017-02-04,7,17137,15095
2017-02-04,8,17831,15865
2017-02-04,9,18738,16459
2017-02-04,10,19133,16824
2017-02-04,11,19037,16782
2017-02-04,12,18936,16554
2017-02-04,13,18678,16305
2017-02-04,14,18369,16028
2017-02-04,15,18267,15995
2017-02-04,16,18103,16133
2017-02-04,17,18514,16703
2017-02-04,18,19422,17643
2017-02-04,19,20223,18309
2017-02-04,20,20118,17782
2017-02-04,21,19399,17241
2017-02-04,22,18623,16678
2017-02-04,23,17907,15918
2017-02-04,24,17432,15086
2017-02-05,1,16981,14332
2017-02-05,2,16472,13824
2017-02-05,3,16371,13577
2017-02-05,4,16131,13384
2017-02-05,5,16109,13394
2017-02-05,6,16354,13546
2017-02-05,7,16727,13944
2017-02-05,8,17161,14590
2017-02-05,9,17616,15020
2017-02-05,10,18315,15716
2017-02-05,11,18165,16048
2017-02-05,12,18905,16258
2017-02-05,13,19076,16362
2017-02-05,14,19081,16361
2017-02-05,15,18891,16324
2017-02-05,16,18854,16561
2017-02-05,17,19190,17166
2017-02-05,18,19846,18001
2017-02-05,19,19964,18136
2017-02-05,20,19461,17753
2017-02-05,21,19199,17257
2017-02-05,22,18684,16812
2017-02-05,23,17965,15993
2017-02-05,24,16610,15183
2017-02-06,1,16067,14595
2017-02-06,2,15632,14227
2017-02-06,3,15764,14123
2017-02-06,4,15609,14150
2017-02-06,5,15516,14288
2017-02-06,6,16199,14908
2017-02-06,7,17813,16374
2017-02-06,8,19476,17910
2017-02-06,9,19580,18090
2017-02-06,10,19473,17824
2017-02-06,11,19382,17592
2017-02-06,12,19762,17546
2017-02-06,13,19356,17360
2017-02-06,14,19084,17242
2017-02-06,15,19133,17322
2017-02-06,16,19395,17484
2017-02-06,17,19643,18149
2017-02-06,18,20238,18995
2017-02-06,19,20681,19506
2017-02-06,20,20521,19200
2017-02-06,21,20450,18794
2017-02-06,22,19439,17995
2017-02-06,23,18740,16851
2017-02-06,24,17867,15650
2017-02-07,1,17598,14897
2017-02-07,2,17227,14449
2017-02-07,3,16989,14175
2017-02-07,4,16868,14106
2017-02-07,5,16914,14168
2017-02-07,6,17456,14732
2017-02-07,7,18712,15978
2017-02-07,8,20042,17314
2017-02-07,9,20282,17600
2017-02-07,10,20503,17681
2017-02-07,11,20798,17872
2017-02-07,12,20906,18061
2017-02-07,13,21275,18431
2017-02-07,14,21232,18476
2017-02-07,15,20697,18462
2017-02-07,16,20290,18542
2017-02-07,17,20348,19074
2017-02-07,18,21170,19715
2017-02-07,19,21439,19838
2017-02-07,20,20522,19282
2017-02-07,21,19901,18777
2017-02-07,22,20041,18010
2017-02-07,23,19011,16687
2017-02-07,24,17722,15388
2017-02-08,1,17164,14511
2017-02-08,2,16365,14085
2017-02-08,3,16172,13840
2017-02-08,4,16130,13758
2017-02-08,5,16052,13841
2017-02-08,6,17018,14502
2017-02-08,7,18283,15853
2017-02-08,8,19668,17203
2017-02-08,9,19901,17385
2017-02-08,10,19799,17200
2017-02-08,11,19624,17108
2017-02-08,12,19793,17221
2017-02-08,13,19614,17041
2017-02-08,14,19522,16905
2017-02-08,15,19477,16865
2017-02-08,16,19957,17310
2017-02-08,17,20538,18065
2017-02-08,18,21041,18936
2017-02-08,19,21473,19508
