Date,Hour,Market Demand,Ontario Demand
2021-09-15,8,16554,15450
2021-09-15,9,16894,15550
2021-09-15,10,17009,15648
2021-09-15,11,17108,15789
2021-09-15,12,17420,16004
2021-09-15,13,17511,16262
2021-09-15,14,18240,16489
2021-09-15,15,18072,16397
2021-09-15,16,18462,16822
2021-09-15,17,19180,17291
2021-09-15,18,18792,17056
2021-09-15,19,18823,17031
2021-09-15,20,18777,16891
2021-09-15,21,17639,16146
2021-09-15,22,16346,15081
2021-09-15,23,15211,13910
2021-09-15,24,14735,13000
2021-09-16,1,14323,12411
2021-09-16,2,14141,12098
2021-09-16,3,14214,12028
2021-09-16,4,14206,12084
2021-09-16,5,14605,12446
2021-09-16,6,15106,13537
2021-09-16,7,15875,14642
2021-09-16,8,16175,14950
2021-09-16,9,16179,14903
2021-09-16,10,16565,15130
2021-09-16,11,17068,15536
2021-09-16,12,17467,16039
2021-09-16,13,17781,16301
2021-09-16,14,17659,16185
2021-09-16,15,17675,16387
2021-09-16,16,18260,16883
2021-09-16,17,18946,17567
2021-09-16,18,18935,17620
2021-09-16,19,18433,17322
2021-09-16,20,18126,16973
2021-09-16,21,17263,15928
2021-09-16,22,16459,14798
2021-09-16,23,15593,13567
2021-09-16,24,14746,12735
2021-09-17,1,14379,12288
2021-09-17,2,14174,12159
2021-09-17,3,14214,12153
2021-09-17,4,14400,12275
2021-09-17,5,14311,12508
2021-09-17,6,15137,13566
2021-09-17,7,15788,14446
2021-09-17,8,16525,14988
2021-09-17,9,17259,15513
2021-09-17,10,17798,16044
2021-09-17,11,17796,16315
2021-09-17,12,18078,16614
2021-09-17,13,18171,16915
2021-09-17,14,18919,17369
2021-09-17,15,19329,17729
2021-09-17,16,19906,18239
2021-09-17,17,20486,18734
2021-09-17,18,20216,18769
2021-09-17,19,19823,18380
2021-09-17,20,19260,17917
2021-09-17,21,18498,17009
2021-09-17,22,17147,15904
2021-09-17,23,16302,14828
2021-09-17,24,15674,13876
2021-09-18,1,15233,13215
2021-09-18,2,14951,12867
2021-09-18,3,14318,12561
2021-09-18,4,14079,12268
2021-09-18,5,14062,12290
2021-09-18,6,14096,12470
2021-09-18,7,14756,13004
2021-09-18,8,15258,13676
2021-09-18,9,15551,14163
2021-09-18,10,15948,14517
2021-09-18,11,16098,15028
2021-09-18,12,16548,15270
2021-09-18,13,16030,14992
2021-09-18,14,16347,15213
2021-09-18,15,16912,15443
2021-09-18,16,17486,15853
2021-09-18,17,17564,16414
2021-09-18,18,17484,16432
2021-09-18,19,17045,15780
2021-09-18,20,16617,15154
2021-09-18,21,15902,14404
2021-09-18,22,15114,13651
2021-09-18,23,14858,12850
2021-09-18,24,14227,12046
2021-09-19,1,13404,11466
2021-09-19,2,13378,11063
2021-09-19,3,13447,10860
2021-09-19,4,13403,10860
2021-09-19,5,13328,10824
2021-09-19,6,13408,11232
2021-09-19,7,13270,11455
2021-09-19,8,13581,11790
2021-09-19,9,13983,12207
2021-09-19,10,14474,12656
2021-09-19,11,14997,13099
2021-09-19,12,15275,13416
2021-09-19,13,15063,13587
2021-09-19,14,15453,13779
2021-09-19,15,16012,14118
2021-09-19,16,16770,14901
2021-09-19,17,17498,15846
2021-09-19,18,17342,15956
2021-09-19,19,16856,15675
2021-09-19,20,16856,15642
2021-09-19,21,16213,14565
2021-09-19,22,15510,13731
2021-09-19,23,14653,12725
2021-09-19,24,13736,11906
2021-09-20,1,13899,11616
2021-09-20,2,13950,11337
2021-09-20,3,13921,11189
2021-09-20,4,14049,11298
2021-09-20,5,14092,11981
2021-09-20,6,14781,13030
2021-09-20,7,15857,14052
2021-09-20,8,15739,14403
2021-09-20,9,16046,14667
2021-09-20,10,16838,15161
2021-09-20,11,16838,15255
2021-09-20,12,17166,15515
2021-09-20,13,17482,15819
2021-09-20,14,17751,16269
2021-09-20,15,17957,16554
2021-09-20,16,18288,16881
2021-09-20,17,18917,17525
2021-09-20,18,18564,17237
2021-09-20,19,18361,17129
2021-09-20,20,18140,17003
2021-09-20,21,17625,16307
2021-09-20,22,16735,15383
2021-09-20,23,15888,14190
2021-09-20,24,15265,13341
2021-09-21,1,15310,13011
2021-09-21,2,15297,12771
2021-09-21,3,15188,12510
2021-09-21,4,15179,12399
2021-09-21,5,15189,12914
2021-09-21,6,15979,14038
2021-09-21,7,17128,15173
2021-09-21,8,17530,15802
2021-09-21,9,17519,15960
2021-09-21,10,17668,16157
2021-09-21,11,17883,16373
2021-09-21,12,18378,16749
2021-09-21,13,19328,17471
2021-09-21,14,19491,17634
2021-09-21,15,19408,17589
2021-09-21,16,19402,17678
2021-09-21,17,19296,17920
2021-09-21,18,19122,17805
2021-09-21,19,19134,17978
2021-09-21,20,18703,17572
2021-09-21,21,18016,16782
2021-09-21,22,17112,15670
2021-09-21,23,15879,14500
2021-09-21,24,15209,13457
2021-09-22,1,15080,12948
2021-09-22,2,14903,12451
2021-09-22,3,14954,12256
2021-09-22,4,14937,12274
2021-09-22,5,14886,12689
2021-09-22,6,15609,13529
2021-09-22,7,16633,14670
2021-09-22,8,17078,15358
2021-09-22,9,17203,15556
2021-09-22,10,17640,15826
2021-09-22,11,17808,16024
2021-09-22,12,17879,16076
2021-09-22,13,17785,15931
2021-09-22,14,17617,15801
2021-09-22,15,17561,15683
2021-09-22,16,17943,15985
2021-09-22,17,18165,16270
2021-09-22,18,18130,16146
2021-09-22,19,18357,16323
2021-09-22,20,17684,15625
2021-09-22,21,16907,14815
2021-09-22,22,16107,13895
2021-09-22,23,15465,12851
2021-09-22,24,15056,12228
2021-09-23,1,14760,11887
2021-09-23,2,14795,11672
2021-09-23,3,14828,11653
2021-09-23,4,14700,11653
2021-09-23,5,14608,12228
2021-09-23,6,15476,13314
2021-09-23,7,16708,14506
2021-09-23,8,17024,14912
2021-09-23,9,17281,15121
2021-09-23,10,17413,15277
2021-09-23,11,17572,15384
2021-09-23,12,17536,15528
2021-09-23,13,17697,15532
2021-09-23,14,17255,15270
2021-09-23,15,16884,15203
2021-09-23,16,16771,15384
2021-09-23,17,17068,15650
2021-09-23,18,17369,15756
2021-09-23,19,17678,16119
2021-09-23,20,17226,15708
2021-09-23,21,16453,14804
2021-09-23,22,15792,14004
2021-09-23,23,15094,13034
2021-09-23,24,14743,12150
2021-09-24,1,14754,11722
2021-09-24,2,14909,11520
2021-09-24,3,14654,11289
2021-09-24,4,14527,11261
2021-09-24,5,14223,11653
2021-09-24,6,14909,12703
2021-09-24,7,16252,14090
2021-09-24,8,16893,14666
2021-09-24,9,16865,14699
2021-09-24,10,16600,14590
2021-09-24,11,16533,14693
2021-09-24,12,16441,14630
2021-09-24,13,16117,14350
2021-09-24,14,16146,14168
2021-09-24,15,16553,14318
2021-09-24,16,16926,14610
2021-09-24,17,17029,15012
2021-09-24,18,16824,15160
2021-09-24,19,16719,15446
2021-09-24,20,16509,15211
2021-09-24,21,16034,14452
2021-09-24,22,15263,13419
2021-09-24,23,14912,12519
2021-09-24,24,14730,11703
2021-09-25,1,14643,11331
2021-09-25,2,14350,10981
2021-09-25,3,14118,10697
2021-09-25,4,14014,10600
2021-09-25,5,14271,10824
2021-09-25,6,14755,11322
2021-09-25,7,15174,11893
2021-09-25,8,15503,12505
2021-09-25,9,15828,13009
2021-09-25,10,15692,13351
2021-09-25,11,15762,13549
2021-09-25,12,16030,13744
2021-09-25,13,16047,13537
2021-09-25,14,16327,13554
2021-09-25,15,16201,13495
2021-09-25,16,16143,13897
2021-09-25,17,16495,14415
2021-09-25,18,16178,14494
2021-09-25,19,16468,14662
2021-09-25,20,15886,14235
2021-09-25,21,15488,13622
2021-09-25,22,15054,12762
2021-09-25,23,14992,12016
2021-09-25,24,14694,11371
2021-09-26,1,14300,10998
2021-09-26,2,14030,10713
2021-09-26,3,13820,10498
2021-09-26,4,13607,10426
2021-09-26,5,12820,10572
2021-09-26,6,13633,10999
2021-09-26,7,14069,11456
2021-09-26,8,14724,11910
2021-09-26,9,14891,12175
2021-09-26,10,14840,12316
2021-09-26,11,14901,12461
2021-09-26,12,14736,12584
2021-09-26,13,15429,12875
2021-09-26,14,15649,13126
2021-09-26,15,15537,13274
2021-09-26,16,15279,13698
2021-09-26,17,15934,14450
2021-09-26,18,15863,14675
2021-09-26,19,15733,14724
2021-09-26,20,15473,14298
2021-09-26,21,15005,13738
2021-09-26,22,14745,12960
2021-09-26,23,14918,12338
2021-09-26,24,14366,11515
2021-09-27,1,14129,11311
2021-09-27,2,13849,10989
2021-09-27,3,13542,10873
2021-09-27,4,13658,10968
2021-09-27,5,14167,11490
2021-09-27,6,15384,12680
2021-09-27,7,16551,13946
2021-09-27,8,16921,14644
2021-09-27,9,17016,14833
2021-09-27,10,17022,14914
2021-09-27,11,16843,15127
2021-09-27,12,16644,15087
2021-09-27,13,16915,15333
2021-09-27,14,17038,15415
2021-09-27,15,17261,15700
2021-09-27,16,17606,16261
2021-09-27,17,17931,16760
2021-09-27,18,18106,16877
2021-09-27,19,17749,16845
2021-09-27,20,17270,16331
2021-09-27,21,16703,15317
2021-09-27,22,16350,14353
2021-09-27,23,15595,13432
2021-09-27,24,14714,12661
2021-09-28,1,14513,12278
2021-09-28,2,14500,12035
2021-09-28,3,14404,11887
2021-09-28,4,14208,11717
2021-09-28,5,13949,12108
2021-09-28,6,14492,13062
2021-09-28,7,15566,14035
2021-09-28,8,16040,14502
2021-09-28,9,15885,14310
2021-09-28,10,15538,13979
2021-09-28,11,15602,14110
2021-09-28,12,15422,14216
2021-09-28,13,15420,14156
2021-09-28,14,15468,14167
2021-09-28,15,15697,14285
2021-09-28,16,16054,14794
2021-09-28,17,16858,15727
2021-09-28,18,16967,15817
2021-09-28,19,17372,16194
2021-09-28,20,16936,15867
2021-09-28,21,16512,15120
2021-09-28,22,15639,14155
2021-09-28,23,14884,13165
2021-09-28,24,14178,12354
2021-09-29,1,14133,11966
2021-09-29,2,14217,11783
2021-09-29,3,14149,11691
2021-09-29,4,14188,11779
2021-09-29,5,13964,12245
2021-09-29,6,14782,13456
2021-09-29,7,15756,14583
2021-09-29,8,16051,14922
2021-09-29,9,15602,14793
2021-09-29,10,15238,14529
2021-09-29,11,15373,14563
2021-09-29,12,15672,14545
2021-09-29,13,15817,14536
2021-09-29,14,16086,14708
2021-09-29,15,16086,14779
2021-09-29,16,16638,15243
2021-09-29,17,16990,15850
2021-09-29,18,17326,15823
2021-09-29,19,17538,16238
2021-09-29,20,17087,15889
2021-09-29,21,16047,15023
2021-09-29,22,15196,14091
2021-09-29,23,14629,13206
2021-09-29,24,14010,12227
2021-09-30,1,13893,11916
2021-09-30,2,13626,11675
2021-09-30,3,13521,11562
2021-09-30,4,13659,11702
2021-09-30,5,13978,12167
2021-09-30,6,15167,13245
2021-09-30,7,16036,14330
2021-09-30,8,16145,14676
2021-09-30,9,15932,14465
2021-09-30,10,15935,14526
2021-09-30,11,16074,14650
2021-09-30,12,15820,14394
2021-09-30,13,15758,14373
2021-09-30,14,15890,14356
2021-09-30,15,16120,14515
2021-09-30,16,16465,14933
2021-09-30,17,16820,15468
2021-09-30,18,16689,15613
2021-09-30,19,17413,16224
2021-09-30,20,16748,15807
2021-09-30,21,16215,15091
2021-09-30,22,15314,14121
2021-09-30,23,14495,13097
2021-09-30,24,13756,12410
2021-10-01,1,13378,12202
2021-10-01,2,13454,11910
2021-10-01,3,13371,11973
2021-10-01,4,13395,12090
2021-10-01,5,13775,12498
2021-10-01,6,14507,13424
2021-10-01,7,15653,14759
2021-10-01,8,15915,14967
2021-10-01,9,15799,14807
2021-10-01,10,15606,14665
2021-10-01,11,15444,14458
2021-10-01,12,15319,14278
2021-10-01,13,15183,14220
2021-10-01,14,15179,14201
2021-10-01,15,15415,14306
2021-10-01,16,16105,14875
2021-10-01,17,16207,15359
2021-10-01,18,16387,15443
2021-10-01,19,16372,15781
2021-10-01,20,16290,15322
2021-10-01,21,15616,14612
2021-10-01,22,14594,13742
2021-10-01,23,14336,12963
2021-10-01,24,13835,12067
2021-10-02,1,13652,11573
2021-10-02,2,13413,11341
2021-10-02,3,13388,11027
2021-10-02,4,13729,11068
2021-10-02,5,14115,11463
2021-10-02,6,14361,12120
2021-10-02,7,14291,12675
2021-10-02,8,14588,13374
2021-10-02,9,15613,13979
2021-10-02,10,15789,14289
2021-10-02,11,15866,14427
2021-10-02,12,15988,14505
2021-10-02,13,16308,14753
2021-10-02,14,16015,14623
2021-10-02,15,16121,14744
2021-10-02,16,16455,15185
2021-10-02,17,17111,15635
2021-10-02,18,17107,15600
2021-10-02,19,17001,15347
2021-10-02,20,16384,14830
2021-10-02,21,15879,14278
2021-10-02,22,15556,13720
2021-10-02,23,14877,12888
2021-10-02,24,14292,12285
2021-10-03,1,13947,11841
2021-10-03,2,13843,11637
2021-10-03,3,13426,11319
2021-10-03,4,13266,11349
2021-10-03,5,13088,11477
2021-10-03,6,13322,11829
2021-10-03,7,13708,12370
2021-10-03,8,14353,13115
2021-10-03,9,15144,14000
2021-10-03,10,15621,14531
2021-10-03,11,15983,15009
2021-10-03,12,16377,15410
2021-10-03,13,16132,15336
2021-10-03,14,16444,15097
2021-10-03,15,16814,15274
2021-10-03,16,17417,15890
2021-10-03,17,17675,16240
2021-10-03,18,17305,16096
2021-10-03,19,17291,16008
2021-10-03,20,17133,15450
2021-10-03,21,16555,15051
2021-10-03,22,15622,14055
2021-10-03,23,14760,12986
2021-10-03,24,14512,12351
2021-10-04,1,13666,11911
2021-10-04,2,13660,11663
2021-10-04,3,13860,11604
2021-10-04,4,14076,11706
2021-10-04,5,14634,12175
2021-10-04,6,15636,13379
2021-10-04,7,16501,14705
2021-10-04,8,17067,15451
2021-10-04,9,17471,15789
2021-10-04,10,17496,15745
2021-10-04,11,17970,16024
2021-10-04,12,17826,15916
2021-10-04,13,17535,15596
2021-10-04,14,17351,15503
2021-10-04,15,17518,15589
2021-10-04,16,17965,16166
2021-10-04,17,17823,16584
2021-10-04,18,17728,16576
2021-10-04,19,18146,16599
2021-10-04,20,17859,15986
2021-10-04,21,16793,15259
2021-10-04,22,16331,14265
2021-10-04,23,15468,13154
2021-10-04,24,14736,12602
2021-10-05,1,14124,12148
2021-10-05,2,13843,11907
2021-10-05,3,13924,11847
2021-10-05,4,14070,11889
2021-10-05,5,14690,12391
2021-10-05,6,15441,13486
2021-10-05,7,16370,14709
2021-10-05,8,16988,15417
2021-10-05,9,17120,15497
2021-10-05,10,17341,15562
2021-10-05,11,17390,15545
2021-10-05,12,17365,15553
2021-10-05,13,17382,15539
2021-10-05,14,17562,15565
2021-10-05,15,17298,15601
2021-10-05,16,17654,15892
2021-10-05,17,18125,16260
2021-10-05,18,18328,16409
2021-10-05,19,18194,16628
2021-10-05,20,17912,16273
2021-10-05,21,17118,15369
2021-10-05,22,16418,14470
2021-10-05,23,15482,13537
2021-10-05,24,14934,12678
2021-10-06,1,14560,12194
2021-10-06,2,14332,11972
2021-10-06,3,13984,11753
2021-10-06,4,14387,12018
2021-10-06,5,14958,12483
2021-10-06,6,15828,13619
2021-10-06,7,16532,14847
2021-10-06,8,16799,15165
2021-10-06,9,16687,15100
2021-10-06,10,16578,15070
2021-10-06,11,16787,15107
2021-10-06,12,16961,15279
2021-10-06,13,17231,15391
2021-10-06,14,17129,15373
2021-10-06,15,17256,15456
2021-10-06,16,17514,15870
2021-10-06,17,18040,16345
2021-10-06,18,17981,16457
2021-10-06,19,18252,16662
2021-10-06,20,18208,16308
2021-10-06,21,17637,15568
2021-10-06,22,16499,14538
2021-10-06,23,15493,13456
2021-10-06,24,14969,12656
2021-10-07,1,14363,12181
2021-10-07,2,14073,11845
2021-10-07,3,13841,11704
2021-10-07,4,13950,11730
2021-10-07,5,14810,12463
2021-10-07,6,15825,13718
2021-10-07,7,16907,15120
2021-10-07,8,17453,15664
2021-10-07,9,17288,15689
2021-10-07,10,17647,15782
2021-10-07,11,17312,15761
2021-10-07,12,17301,15520
2021-10-07,13,17177,15437
2021-10-07,14,17520,15829
2021-10-07,15,17581,16017
2021-10-07,16,18190,16388
2021-10-07,17,18839,16915
2021-10-07,18,18572,16831
2021-10-07,19,18748,16968
2021-10-07,20,18528,16597
2021-10-07,21,18040,15907
2021-10-07,22,17202,14793
2021-10-07,23,15941,13632
2021-10-07,24,15314,12798
2021-10-08,1,14659,12352
2021-10-08,2,14224,11936
2021-10-08,3,14126,11784
2021-10-08,4,14212,11922
2021-10-08,5,14904,12404
2021-10-08,6,15760,13518
2021-10-08,7,16927,14926
2021-10-08,8,17268,15368
2021-10-08,9,17489,15567
2021-10-08,10,17708,15783
2021-10-08,11,17892,15870
2021-10-08,12,17816,15713
2021-10-08,13,17883,15745
2021-10-08,14,17740,15589
2021-10-08,15,17872,15711
2021-10-08,16,17742,16111
2021-10-08,17,17741,16340
2021-10-08,18,17592,16302
2021-10-08,19,17935,16367
2021-10-08,20,17905,16006
2021-10-08,21,17446,15433
2021-10-08,22,16807,14540
2021-10-08,23,15704,13418
2021-10-08,24,15080,12804
2021-10-09,1,14340,12170
2021-10-09,2,13629,11690
2021-10-09,3,13552,11743
2021-10-09,4,13633,11761
2021-10-09,5,13455,11823
2021-10-09,6,13887,12263
2021-10-09,7,14565,13010
2021-10-09,8,14821,13661
2021-10-09,9,15516,14328
2021-10-09,10,16073,14901
2021-10-09,11,16314,15165
2021-10-09,12,16422,15161
2021-10-09,13,16440,15118
2021-10-09,14,16563,15128
2021-10-09,15,16897,15243
2021-10-09,16,16972,15528
2021-10-09,17,17231,15905
2021-10-09,18,16491,15710
2021-10-09,19,16661,15626
2021-10-09,20,16576,15097
2021-10-09,21,16204,14562
2021-10-09,22,15511,13902
2021-10-09,23,14689,12930
2021-10-09,24,14214,12179
2021-10-10,1,13746,11632
2021-10-10,2,13790,11381
2021-10-10,3,13587,11256
2021-10-10,4,13685,11154
2021-10-10,5,13541,11254
2021-10-10,6,13877,11575
2021-10-10,7,14093,12091
2021-10-10,8,14882,12775
2021-10-10,9,15281,13610
2021-10-10,10,15945,14189
2021-10-10,11,16215,14657
2021-10-10,12,16517,14978
2021-10-10,13,16216,14784
2021-10-10,14,16075,14492
2021-10-10,15,15916,14529
2021-10-10,16,16380,14843
2021-10-10,17,16717,15054
2021-10-10,18,16625,14900
2021-10-10,19,16596,14788
2021-10-10,20,16200,14456
2021-10-10,21,16039,13872
2021-10-10,22,15799,13228
2021-10-10,23,14993,12508
2021-10-10,24,14384,11914
2021-10-11,1,13951,11467
2021-10-11,2,13823,11190
2021-10-11,3,13542,11003
2021-10-11,4,13794,10831
2021-10-11,5,13376,10891
2021-10-11,6,13414,11316
2021-10-11,7,13964,12002
2021-10-11,8,14563,12554
2021-10-11,9,14847,13034
2021-10-11,10,15420,13620
2021-10-11,11,15381,13663
2021-10-11,12,15995,14235
2021-10-11,13,16066,14166
2021-10-11,14,16115,14251
2021-10-11,15,16455,14600
2021-10-11,16,17332,15443
2021-10-11,17,17491,15789
2021-10-11,18,17491,15732
2021-10-11,19,17658,15790
2021-10-11,20,17301,15408
2021-10-11,21,16582,14632
2021-10-11,22,15707,13729
2021-10-11,23,14873,12852
2021-10-11,24,14277,12193
2021-10-12,1,13610,11664
2021-10-12,2,13570,11316
2021-10-12,3,13512,11136
2021-10-12,4,13541,11141
2021-10-12,5,13800,11741
2021-10-12,6,15378,13362
2021-10-12,7,16476,14591
2021-10-12,8,16738,14840
2021-10-12,9,16828,14955
2021-10-12,10,17098,15136
2021-10-12,11,17374,15483
2021-10-12,12,17701,15826
2021-10-12,13,17700,15801
2021-10-12,14,17555,15680
2021-10-12,15,17640,15786
2021-10-12,16,18195,16293
2021-10-12,17,18937,17054
2021-10-12,18,18878,17241
2021-10-12,19,19033,17312
2021-10-12,20,18570,16799
2021-10-12,21,17841,16063
2021-10-12,22,16837,15005
2021-10-12,23,15701,13785
2021-10-12,24,14655,12900
2021-10-13,1,13954,12299
2021-10-13,2,13677,11947
2021-10-13,3,13596,11760
2021-10-13,4,13870,11896
2021-10-13,5,14444,12470
2021-10-13,6,15729,13797
2021-10-13,7,16745,15137
2021-10-13,8,17484,15925
2021-10-13,9,17513,16016
2021-10-13,10,17496,16223
2021-10-13,11,17455,16013
2021-10-13,12,17427,15998
2021-10-13,13,17698,16239
2021-10-13,14,17951,16158
2021-10-13,15,17889,16137
2021-10-13,16,17857,16622
2021-10-13,17,18152,17116
2021-10-13,18,18271,17280
2021-10-13,19,17647,16824
2021-10-13,20,17742,16523
2021-10-13,21,17436,15771
2021-10-13,22,16454,14851
2021-10-13,23,15550,13648
2021-10-13,24,14515,12742
2021-10-14,1,13962,12340
2021-10-14,2,13843,12030
2021-10-14,3,13778,11819
2021-10-14,4,13715,11851
2021-10-14,5,14306,12369
2021-10-14,6,15534,13602
2021-10-14,7,16550,14830
2021-10-14,8,16757,15256
2021-10-14,9,16916,15462
2021-10-14,10,17116,15649
2021-10-14,11,17462,15824
2021-10-14,12,17275,15884
2021-10-14,13,17196,15992
2021-10-14,14,17848,16209
2021-10-14,15,17882,16203
2021-10-14,16,18225,16747
2021-10-14,17,18295,16966
2021-10-14,18,17635,16761
2021-10-14,19,17729,16661
2021-10-14,20,17532,16250
2021-10-14,21,17225,15732
2021-10-14,22,16592,14931
2021-10-14,23,15604,13886
2021-10-14,24,14664,13066
2021-10-15,1,14067,12573
2021-10-15,2,13892,12152
2021-10-15,3,13812,12015
2021-10-15,4,14034,12103
2021-10-15,5,14239,12576
2021-10-15,6,15398,13672
2021-10-15,7,16698,15096
2021-10-15,8,17282,15706
2021-10-15,9,17575,15994
2021-10-15,10,17779,16117
2021-10-15,11,17632,16084
2021-10-15,12,17611,15961
2021-10-15,13,17416,15951
2021-10-15,14,17731,16116
2021-10-15,15,17939,16104
2021-10-15,16,18220,16359
2021-10-15,17,18330,16630
2021-10-15,18,17993,16598
2021-10-15,19,17780,16429
2021-10-15,20,17656,15840
2021-10-15,21,16694,15111
2021-10-15,22,16204,14449
2021-10-15,23,15279,13392
2021-10-15,24,15029,12747
2021-10-16,1,14261,11988
2021-10-16,2,13814,11598
2021-10-16,3,13763,11513
2021-10-16,4,13978,11487
2021-10-16,5,14207,11627
2021-10-16,6,14648,12060
2021-10-16,7,14888,12587
2021-10-16,8,15264,13230
2021-10-16,9,16156,14117
2021-10-16,10,16791,14516
2021-10-16,11,16888,14387
2021-10-16,12,16684,14264
2021-10-16,13,16322,14039
2021-10-16,14,16362,13963
2021-10-16,15,16059,13686
2021-10-16,16,16282,14129
2021-10-16,17,16841,14584
2021-10-16,18,17198,14898
2021-10-16,19,16748,14735
2021-10-16,20,16567,14292
2021-10-16,21,16274,13762
2021-10-16,22,15902,13188
2021-10-16,23,15131,12437
2021-10-16,24,14780,11878
2021-10-17,1,14448,11432
2021-10-17,2,14108,11082
2021-10-17,3,13975,10949
2021-10-17,4,13804,10779
2021-10-17,5,14036,10999
2021-10-17,6,14476,11445
2021-10-17,7,14874,12042
2021-10-17,8,15250,12511
2021-10-17,9,15729,13023
2021-10-17,10,15748,13173
2021-10-17,11,15743,13352
2021-10-17,12,15671,13252
2021-10-17,13,15406,12969
2021-10-17,14,15474,12905
2021-10-17,15,15942,13294
2021-10-17,16,16531,13875
2021-10-17,17,17083,14738
2021-10-17,18,17071,15061
2021-10-17,19,17491,15303
2021-10-17,20,17302,14715
2021-10-17,21,16885,14064
2021-10-17,22,16200,13314
2021-10-17,23,14968,12324
2021-10-17,24,14780,11887
2021-10-18,1,14062,11569
2021-10-18,2,14053,11440
2021-10-18,3,14088,11475
2021-10-18,4,14125,11517
2021-10-18,5,14577,12053
2021-10-18,6,15937,13380
2021-10-18,7,17290,14858
2021-10-18,8,17332,15216
2021-10-18,9,17294,15003
2021-10-18,10,17027,14704
2021-10-18,11,16629,14272
2021-10-18,12,16386,14131
2021-10-18,13,16409,14043
2021-10-18,14,16574,13947
2021-10-18,15,16562,13974
2021-10-18,16,16897,14596
2021-10-18,17,17863,15549
2021-10-18,18,18275,16311
2021-10-18,19,18297,16450
2021-10-18,20,17497,15786
2021-10-18,21,17069,15192
2021-10-18,22,16277,14127
2021-10-18,23,15118,12996
2021-10-18,24,14280,12302
2021-10-19,1,13792,11783
2021-10-19,2,13699,11629
2021-10-19,3,14068,11526
2021-10-19,4,14350,11864
2021-10-19,5,15043,12478
2021-10-19,6,16184,13720
2021-10-19,7,17231,15103
2021-10-19,8,17057,15289
2021-10-19,9,17000,14941
2021-10-19,10,16837,14697
2021-10-19,11,16816,14375
2021-10-19,12,16417,14049
2021-10-19,13,16133,13898
2021-10-19,14,16053,13858
2021-10-19,15,16058,14051
2021-10-19,16,16787,14681
2021-10-19,17,17459,15649
2021-10-19,18,17923,16138
2021-10-19,19,17624,16165
2021-10-19,20,17267,15492
2021-10-19,21,16738,14708
2021-10-19,22,15914,13785
2021-10-19,23,15241,12913
2021-10-19,24,14679,12079
2021-10-20,1,14228,11631
2021-10-20,2,14169,11416
2021-10-20,3,14338,11472
2021-10-20,4,14523,11644
2021-10-20,5,14694,12137
2021-10-20,6,15274,13331
2021-10-20,7,16716,14597
2021-10-20,8,16991,14861
2021-10-20,9,16646,14613
2021-10-20,10,16652,14597
2021-10-20,11,16706,14724
2021-10-20,12,16866,14866
2021-10-20,13,16749,14927
2021-10-20,14,16490,14790
2021-10-20,15,16312,14714
2021-10-20,16,17090,15381
2021-10-20,17,17945,15926
2021-10-20,18,18295,16271
2021-10-20,19,18228,16359
2021-10-20,20,17629,15870
2021-10-20,21,16763,15088
2021-10-20,22,16026,14071
2021-10-20,23,15134,12988
2021-10-20,24,14193,12135
2021-10-21,1,13998,11873
2021-10-21,2,14016,11691
2021-10-21,3,14210,11600
2021-10-21,4,14301,11659
2021-10-21,5,14417,12117
2021-10-21,6,15518,13321
2021-10-21,7,16689,14771
2021-10-21,8,17505,15321
2021-10-21,9,17764,15713
2021-10-21,10,17943,15923
2021-10-21,11,17929,15815
2021-10-21,12,17585,15422
2021-10-21,13,17232,15072
2021-10-21,14,17088,14975
2021-10-21,15,17482,15338
2021-10-21,16,17843,15666
2021-10-21,17,17997,15880
2021-10-21,18,18233,16042
2021-10-21,19,18182,15995
2021-10-21,20,18027,15758
2021-10-21,21,17567,15081
2021-10-21,22,16464,14032
2021-10-21,23,15362,12855
2021-10-21,24,15351,12479
2021-10-22,1,14979,11892
2021-10-22,2,14820,11720
2021-10-22,3,14963,11885
2021-10-22,4,15015,11933
2021-10-22,5,15108,12470
2021-10-22,6,16244,13679
2021-10-22,7,17037,15046
2021-10-22,8,17544,15636
2021-10-22,9,17482,15642
2021-10-22,10,17343,15483
2021-10-22,11,17399,15328
2021-10-22,12,17258,15206
2021-10-22,13,17131,14922
2021-10-22,14,16863,14735
2021-10-22,15,16852,14755
2021-10-22,16,17310,15297
2021-10-22,17,17487,15886
2021-10-22,18,17792,16169
2021-10-22,19,17585,16017
2021-10-22,20,17125,15646
2021-10-22,21,16891,14999
2021-10-22,22,16333,14200
2021-10-22,23,15421,13120
2021-10-22,24,14895,12423
2021-10-23,1,14564,11964
2021-10-23,2,14244,11795
2021-10-23,3,14230,11712
2021-10-23,4,14178,11794
2021-10-23,5,14558,11945
2021-10-23,6,14791,12600
2021-10-23,7,15483,13562
2021-10-23,8,15761,14161
2021-10-23,9,15905,14106
2021-10-23,10,16248,14274
2021-10-23,11,16346,14316
2021-10-23,12,16040,14065
2021-10-23,13,15715,13649
2021-10-23,14,15863,13567
2021-10-23,15,16129,13859
2021-10-23,16,16457,14279
2021-10-23,17,16546,14986
2021-10-23,18,17008,15435
2021-10-23,19,17066,15234
2021-10-23,20,16793,14790
2021-10-23,21,16532,14272
2021-10-23,22,15920,13636
2021-10-23,23,15048,12782
2021-10-23,24,14634,12159
2021-10-24,1,14007,11730
2021-10-24,2,13872,11474
